,brewery_id,latitude,longitude,name,address1,city,state,code,country,phone,website
410,449,45.5228,-73.5928,Cucapa Brewing Company,,Mexicali,Baja,,Mexico,,http://www.cucapa.com/
411,450,39.6282,-106.059,Cugino Brewing Company,1501 East Wilson,Batavia,Illinois,60510,United States,1-630-761-8888,
412,452,38.5405,-90.4607,Cumberland Brewery,1576 Bardstown Rd,Louisville,Kentucky,40205,United States,(502) 458-8727,
413,453,49.2766,-123.115,D.L. Geary Brewing Company,38 Evergreen Drive,Portland,Maine,4103,United States,,http://www.gearybrewing.com
414,454,29.9606,-90.0871,Daas,,Tournai,,,Belgium,442032865958,http://www.daasbeer.com/
415,455,39.7541,-105.0,Daleside Brewery,Camwal Road,Harrogate,North Yorkshire,,United Kingdom,44-(01423)-880022,
416,456,39.9478,-75.2229,Dark Horse Brewing Co.,511 S. Kalamazoo Ave.,Marshall,Michigan,49068,United States,269-781-9940,http://www.darkhorsebrewery.com/
417,457,49.2698,-123.132,Day Brewing,,Marrero,Louisiana,,United States,,
418,459,38.7683,-75.3107,de dochter van de korenaar,pastoor de katerstraat 24,baarle-hertog,,2387,Belgium,0032 14699800,http://www.dedochtervandekorenaar.be
419,460,51.5298,7.4692,De Friese Bierbrouwerij Us Heit,Snekerstraat 43,Bolsward,,,Netherlands,31-(0)515-577-449,
420,461,39.8019,-105.514,De Halve Maan,Walplein 26,Brugge,West-Vlaanderen,BE-8000,Belgium,+32-50-33.26.97,http://www.halvemaan.be/
421,462,45.71,-121.515,De Leyerth Brouwerijen,Krommekeerstraat 21,Ruiselede,West-Vlaanderen,,Belgium,32-051-/-68-89-99,
422,463,42.493,-82.9753,De Proef Brouwerij,Doornzelestraat 20,Lochristi-Hijfte,Oost-Vlaanderen,,Belgium,32-09-/-356.71.02,
423,464,37.7176,-122.182,De Struise Brouwers,Woesten,Woesten,West-Vlaanderen,,Belgium,,http://www.struisebrouwers.be/
424,465,47.4921,19.1422,Deep Creek Brewing,,McHenry,Maryland,,United States,,
425,466,35.0845,-106.65100000000001,DeGroen's Grill,,Baltimore,Maryland,,United States,,
426,467,53.3441,-6.2675,Del Mar Stuft Pizza and Brewing,,San Diego,California,,United States,,
427,468,42.5006,-90.6646,Delafield Brewhaus,3832 Hillside Drive,Delafield,Wisconsin,53018,United States,1-262-646-7821,
428,469,35.6003,-77.5971,Dempsey's Restaurant & Brewery,50 East Washington Street,Petaluma,California,94952,United States,1-707-765-9694,
429,470,39.2807,-76.5944,Denmark Brewing,,Denmark,Wisconsin,,United States,,
430,471,28.014,-82.7876,Denver ChopHouse and Brewery,1735 19th Street #100,Denver,Colorado,80202,United States,1-303-296-0800,
431,472,41.7075,-86.895,Deschutes Brewery,901 SW Simpson Avenue,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/
432,281,51.2206,4.3997,Desnoes & Geddes Ltd,214 Spanish Town,Kingston,,,Jamaica,1-876-923-9291,
433,474,-45.0331,168.66099999999997,Devil Mountain Brewing,,Cincinnati,Ohio,,United States,,
434,401,47.9454,-122.304,Diamond Bear Brewing Co.,323-C Cross Street,Little Rock,Arkansas,72201,United States,1-501-708-2739,http://www.diamondbear.com/
435,476,40.4553,-79.9043,Diamond Knot Brewery & Alehouse,621 Front Street,Mukilteo,Washington,98275,United States,1-425-355-4488,http://www.diamondknot.com/
436,477,38.7814,-76.2222,Diamondback Brewery,,Cleveland,Ohio,,United States,,
437,478,38.5725,-109.551,Dick's Brewing,5945 Prather Road,Centralia,Washington,98531,United States,1-800-586-7760,
438,480,49.9211,9.0715,Diebels Privatbrauerei,Brauerei-Diebels-Strae 1,Issum,Nordrhein-Westfalen,,Germany,49-(0)2835-/-30-0,
439,481,40.5793,-124.15299999999999,Dieu du Ciel,29 Laurier Ouest,MontrÃÂ©al,Quebec,,Canada,1-514-490-9555,http://www.dieuduciel.com/
440,482,55.7558,37.6176,Dillon Dam Brewery,100 Little Dam Road,Dillon,Colorado,80435,United States,1-970-262-7777,
441,483,44.4489,-88.0604,Dinkelacker-Schwaben Bru,Tbinger Strae 46,Stuttgart,Baden-Wrttemberg,,Germany,49-(0)711-/-6481-0,
442,484,51.8162,9.8643,Dirt Cheap Cigarettes and Beer,895 Bolger Court,Fenton,Missouri,63026,United States,1-636-343-9770,
443,485,37.978,-122.03399999999999,Dix Barbecue & Brewery,871 Beatty Street,Vancouver,British Columbia,0,Canada,1-604-682-2739,
444,487,37.1553,-121.676,Dixie Brewing,2401 Tulane Avenue,New Orleans,Louisiana,70119,United States,1-504-822-8711,
445,489,52.6643,0.1595,Dixon's Downtown Grill,,Denver,Colorado,80202,United States,1-303-573-6100,
446,490,40.8911,-77.477,Dock Street Beer,701 S. 50th Street,West Philly,Pennsylvania,19143,United States,(215)-726-2337,http://www.dockstreetbeer.com
447,491,38.4093,-121.363,Dockside Brewing,1253 Johnston Street,Vancouver,British Columbia,0,Canada,1-604-685-7070,
448,492,47.8099,-122.302,Doemens e.V.,Stefanusstrae 8,Grfelfing,Bayern,,Germany,49-(0)89-/-85805-0,
449,493,39.2684,-76.7994,Dogfish Head Craft Brewery,6 Cannery Village Center,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com
450,494,47.5604,-122.387,Dortmunder Actien Brauerei  DAB,Steigerstrae 20,Dortmund,Nordrhein-Westfalen,,Germany,49-(0)231-/-8400-0,
451,495,42.9324,-72.2867,Dostal Alley,1 Dostal Alley,Central City,Colorado,80427,United States,1-303-582-1610,
452,496,47.614,-122.316,Double Mountain Brewery & Taproom,8 Fourth Street,Hood River,Oregon,97031,United States,541-387-0042,http://www.doublemountainbrewery.com/
453,497,47.6688,-122.334,Dragonmead Microbrewery,14600 East Eleven Mile Road,Warren,Michigan,48089,United States,1-586-776-9428,
454,498,-45.872,170.518,Drake's Brewing,1933 Davis Street #177,San Leandro,California,94577,United States,1-510-562-0866,http://drinkdrakes.com/
455,499,37.8313,-122.285,Dreher Srgyrak Zrt.,Jszbernyi t 7-11,Budapest,,,Hungary,36-1-432-9700,
456,500,42.0981,-88.2783,Dry Gulch Brewing,,Albuquerque,New Mexico,,United States,,
457,501,40.8155,-96.7105,Dublin Brewing,,Dublin,,,Ireland,,
458,502,43.5325,-90.0026,Dubuque Brewing and Bottling,,Dubuque,Iowa,,United States,,
459,504,47.256,-122.473,Duck-Rabbit Craft Brewery,4519 W. Pine Street,Farmville,North Carolina,27828,United States,(252) 753-7745,http://www.duckrabbitbrewery.com/
460,505,36.6802,-121.804,DuClaw,901 S. Bond St.,Baltimore,Maryland,21231,United States,410-563-3400,http://www.duclaw.com/
461,506,-36.9489,174.821,Dunedin Brewery,937 Douglas Ave,Dunedin,,34698,United States,727 736 0606,http://www.dunedinbrewery.com
462,507,42.1112,-80.113,Duneland Brewhouse Pub and Restaurant,,Michigan City,Indiana,46360,United States,1-219-878-9180,
463,508,43.1147,-89.6531,Duvel Moortgat,Breendonkdorp 58,Breendonk,Antwerpen,,Belgium,32-038-86-71-21,
464,509,40.3707,-105.52600000000001,Dux de Lux,16 Church Street PO Box 684,Queenstown,,,New Zealand,03 442 9688,http://www.thedux.co.nz/
465,510,41.4559,-122.846,Eagle Brewing,625 Fourth Street,Mukilteo,Washington,98275,United States,1-425-348-8088,
466,511,47.568999999999996,11.0942,East End Brewing Company,6923 Susquehanna St.,Pittsburgh,Pennsylvania,15208,United States,412-537-2337,http://www.eastendbrewing.com/
467,512,43.1045,-75.2452,Eastern Shore Brewing,605 S. Talbot St.,St Michaels,Maryland,21663,United States,410.745.8010,http://www.easternshorebrewing.com/
468,513,47.6701,-122.118,Edelweissbrauerei Farny,Drren 5,Kilegg,Baden-Wrttemberg,,Germany,49-(0)7522-/-9788-0,
469,514,43.0844,-89.4761,Eder & Heylands,Aschaffenburger StraÃÅ¸e 3-5,GroÃÅ¸ostheim,Bavaria,63762,Germany,+49 6026 5090,http://www.eder-heylands.de
470,515,37.387,-121.993,Eel River Brewing,1777 Alamar Way,Fortuna,California,95540,United States,1-707-725-2739,http://eelriverbrewing.com/
471,516,37.8855,-122.03299999999999,Efes Moscow Brewery,"ul. Podolskikh Kursantov, 15 B",Moskva,Moskva,,Russia,7-(095)-797-98-00,
472,517,54.9548,-1.6576,Egan Brewing,,De Pere,Wisconsin,,United States,,
473,519,51.6987,-4.1456,EJ Phair Brewing Company and Alehouse,2151 Salvio Street,Concord,California,94520,United States,1-925-691-4253,
474,520,39.321999999999996,-120.163,el ahram company,,,,,Egypt,,
475,521,41.0117,-95.2272,El Toro Brewing Company,17605 Monterey Road,Morgan Hill,California,95037,United States,408-782-2739,http://www.eltorobrewing.com/
476,522,44.0812,-103.227,"Eldridge, Pope and Co.",,Dorchester,Dorset,,United Kingdom,,
477,523,37.3775,-122.03,Elgood & Sons,Wisbech PE13 1LN,Wisbech,Cambridge,,United Kingdom,,
478,524,35.5953,-120.694,Elk Creek Cafe and Aleworks,100 West Main Street PO Box 432,Millheim,Pennsylvania,16854,United States,(814) 349-8850,http://www.elkcreekcafe.net/
479,525,34.2257,-77.9447,Elk Grove Brewery & Restaurant,9085 Elk Grove Boulevard,Elk Grove,California,95624,United States,1-916-685-2537,
480,526,47.0437,-122.897,Ellersick Brewing Big E Ales,5030 208th ST SW Ste. A,Lynnwood,Washington,98036,United States,425-672-7051,http://www.ellersickbrewing.com/
481,527,46.7926,-92.0909,Ellicott Mills Brewing,8308 Main Street,Ellicott City,Maryland,21043,United States,1-410-313-8141,http://www.ellicottmillsbrewing.com
482,528,41.6611,-91.5302,Elliott Bay Brewery and Pub,4720 California Avenue SW,Seattle,Washington,98116,United States,1-206-932-8695,
483,529,35.1973,-111.648,Elm City Brewing Co,222 West St # 46,Keene,New Hampshire,3431,United States,(603) 355-3335,http://www.elmcitybrewing.com/
484,530,38.95,-92.3323,Elysian Brewery & Public House,1221 East Pike Street,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/
485,531,44.9084,-93.1538,Elysian Brewing - TangleTown,2106 North 55th Street,Seattle,Washington,98103,United States,1-206-547-5929,
486,532,42.2031,-87.9302,Emerson Brewing,14 Wickliffe Street,Dunedin,,,New Zealand,64-(03)-477-1812,
487,534,54.778999999999996,9.4355,Emery Pub,,Emeryville,California,,United States,,
488,535,28.0707,-80.6012,Emmett's Tavern and Brewery,128 West Main Street,West Dundee,Illinois,60118,United States,1-847-428-4500,
489,536,41.5433,-87.6789,Empyrean Brewing Company,729 Q Street,Lincoln,Nebraska,68508,United States,1-402-434-5959,
490,537,43.161,-77.6109,EndeHouse Brewery and Restaurant,,Reedsburg,Wisconsin,,United States,,
491,538,48.2992,-122.652,Engel Brauerei Schwbisch Gmnd Lang,D-73525 Schwbisch Gmnd,Schwbisch Gmnd,Baden-Wrttemberg,,Germany,,
492,539,42.9561,-78.8966,Engine House #9,611 North Pine,Tacoma,Washington,98406,United States,1-253-272-3435,
493,540,39.7582,-104.99,English Ales Brewery,223 Reindollar Avenue,Marina,California,93933,United States,1-831-883-3000,
494,541,39.9121,-74.9701,Epic Brewing Company,"186 James Fletcher Drive, Otahuhu",Auckland,,2145,New Zealand,+64 21 632 337,http://epicbeer.com/
495,542,50.6818,4.9547,Erie Brewing Company,1213 Veshecco Drive,Erie,Pennsylvania,16501,United States,(814) 459-7741,http://www.eriebrewingco.com
496,543,36.0973,-80.2509,Esser's Cross Plains Brewery,2109 Hickory Street,Cross Plains,Wisconsin,53528,United States,1-608-798-3911,http://www.essersbest.com/
497,544,38.9773,-76.4948,Estes Park Brewery,470 Prospect Village Dr.,Estes Park,Colorado,80517,United States,970-586.5421,http://www.epbrewery.net/
498,545,40.5832,-105.042,Etna Brewing,131 Callahan,Etna,California,96027,United States,1-530-467-5277,
499,548,38.8048,-77.0469,Ettaler Klosterbetriebe Abteilung Brauerei & Destillerie,Kaiser-Ludwig-Platz 1,Ettal,Bayern,,Germany,49-(0)8822-/-74450,
500,549,42.9585,-85.6735,F.X. Matt Brewing,811 Edward Street,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com
501,550,41.8089,-88.0112,Far West Ireland Brewing,,Redmond,Washington,98052,United States,1-425-869-5933,
502,551,33.4194,-111.916,Fauerbach Brewing Company,1714 Camus Lane,Madison,Wisconsin,53705,United States,,http://www.fauerbachbrewery.com/
503,552,44.0342,-88.5608,Faultline Brewing #1,1235 Oakmead Parkway,Sunnyvale,California,94086,United States,1-408-736-2739,
504,553,44.2678,-88.4731,Faultline Brewing #2,,Walnut Creek,California,94596,United States,1-925-938-2739,
505,554,41.498999999999995,-72.9007,Federation Brewery,Lancaster Road,Gateshead,Tyne and Wear,,United Kingdom,44-(0191)-4609023,
506,555,39.3628,-77.4265,FeldschlÃÂ¶ÃÅ¸chen AG,Cunnersdorfer Str. 25,Dresden,Sachsen,1189,Germany,,http://www.feldschloesschen.de
507,556,38.9718,-95.2357,Felinfoel Brewery Co Ltd,Farmers Row,Llanelli,Wales,,United Kingdom,44-01554-773357,
508,557,51.8325,-2.5116,Fifty Fifty Brewing Co.,11197 Brockway Road,Truckee,California,96161,United States,530.587.BEER,http://www.fiftyfiftybrewing.com/
509,558,53.5755,7.9016,Firehouse Brewery & Restaurant,,Red Oak,Iowa,,United States,,
510,559,41.5202,-90.5725,Firehouse Brewing,610 Main Street,Rapid City,South Dakota,57701,United States,1-605-348-1915,
511,560,41.5403,-82.7355,Firehouse Grill & Brewery,111 South Murphy Avenue,Sunnyvale,California,94086,United States,1-408-773-9500,
512,561,49.0156,12.0913,Firestone Walker Brewing Company,1400 Ramada Drive,Paso Robles,California,93446,United States,(805) 238-2556,http://www.firestonewalker.com/
513,562,45.7103,-121.515,First Coast Brewing,,Wilmington,North Carolina,,United States,,
514,563,51.4877,-0.2498,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/
515,565,43.8014,-91.2396,"Fitger's Brewhouse, Brewery and Grill",600 East Superior Street,Duluth,Minnesota,55804,United States,1-218-726-1392,
516,566,40.7465,-74.2594,Fitzpatrick's Brewing,,Iowa City,Iowa,,United States,,
517,567,51.3397,12.3714,Flagstaff Brewing,16 East Route 66,Flagstaff,Arizona,86001,United States,1-520-773-1442,
518,568,47.6064,9.6061,Flat Branch Pub & Brewing,115 S. Fifth St.,Columbia,Missouri,65201,United States,(573) 499-0400,http://www.flatbranch.com
519,569,47.5171,9.43,Flat Earth Brewing Company,2035 Benson Avenue,St. Paul,Minnesota,55116,United States,,http://flatearthbrewing.com/
520,570,51.2249,6.7757,Flatlander's Restaurant & Brewery,200 Village Green,Lincolnshire,Illinois,60069,United States,1-847-821-1234,
521,572,50.7989,-1.0912,Flensburger Brauerei,Munketoft 12,Flensburg,Schleswig-Holstein,24937,Germany,,http://www.flens.co.uk/
522,573,52.3544,9.7532,Florida Beer Company,2500 S. Harbor City Blvd.,Melbourne,Florida,32901,United States,321-728-3412,http://www.floridabeer.com/
523,574,46.518,-95.3761,Flossmoor Station Brewery,1035 Sterling Avenue,Flossmoor,Illinois,60422,United States,1-708-957-2739,
524,575,61.2179,-149.89600000000002,Flour City Brewing,,Rochester,New York,,United States,,
525,576,41.8775,-88.06700000000001,Flyers Restraunt and Brewery,32295 State Route 20,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/
526,577,39.5476,-107.323,Flying Bison Brewing,491 Ontario Street,Buffalo,New York,14207,United States,1-716-873-1557,http://www.flyingbisonbrewing.com
527,578,-27.8539,153.359,Flying Dog Brewery,2401 Blake St.,Denver,Colorado,80205,United States,303-292-5027,http://www.flyingdogales.com/
528,579,43.4676,-80.5231,Flying Fish Brewing Company,1940 Olney Avenue,Cherry Hill,New Jersey,8003,United States,(856) 489-0061,http://www.flyingfish.com/
529,580,39.7546,-105.22399999999999,Folx-les-Caves,B-1350 Jauche,Jauche,Brabant Wallon,,Belgium,,
530,581,37.7749,-122.419,Foothills Brewing Company,638 W. 4th Street,Winston-Salem,North Carolina,27101,United States,(336) 777-3348,http://www.foothillsbrewing.com/
531,582,37.8716,-122.273,Fordham Brewing,"95 Cathedral Street, Suite 200",Annapolis,Maryland,21401,United States,1-410-216-9730,http://www.ramsheadtavern.com/
532,583,41.9273,-87.6807,Fort Collins Brewery,1900-B East Lincoln Avenue,Fort Collins,Colorado,80524,United States,1-970-472-1499,http://www.fortcollinsbrewery.com
533,584,45.2104,-123.189,Foster's Australia Ltd.,,,,,Australia,,http://www.fostersbeer.com/
534,585,41.9137,-87.6543,Fosters Tien Gang,Thnh Pho Ho Ch Minh,Thnh Pho Ho Ch Minh,,,Viet Nam,,
535,586,41.8871,-87.6721,Founder's Restaurant & Brewing,,Alexandria,Virginia,,United States,,
536,587,26.0745,-80.1806,Founders Brewing,235 Grandville Avenue SW,Grand Rapids,Michigan,49503,United States,1-616-776-1195,http://www.foundersbrewing.com/
537,588,37.3526,-121.89299999999999,Founders Hill Brewing,,Downers Grove,Illinois,,United States,,
538,589,39.6441,-106.596,Four Peaks Brewing,1340 East Eighth Street #103,Tempe,Arizona,85281,United States,1-480-303-9967,http://www.fourpeaks.com/
539,590,41.4295,-97.3623,Fox River Brewing #1,1501 Arboretum Drive,Oshkosh,Wisconsin,54901,United States,1-920-232-2337,
540,591,42.1779,-88.3377,Fratellos Restaurant and Brewery,4301 West Wisconsin,Appleton,Wisconsin,54915,United States,1-920-991-0000,
541,592,40.2518,-105.82,Frederic Robinson Ltd.,Unicorn Brewery,Stockport,Cheshire,,United Kingdom,44-(0161)-480-6571,
542,593,43.4988,-110.87700000000001,Frederick Brewing,4607 Wedgewood Boulevard,Frederick,Maryland,20176,United States,1-888-258-7434,
543,594,43.5984,-111.10799999999999,Free State Brewing,636 Massachusetts,Lawrence,Kansas,66044,United States,1-785-843-4555,http://freestatebrewing.com/
544,595,41.2672,-96.0714,Freeminer Brewery,Whimsey Road,Cinderford,Gloucestershire,,United Kingdom,44-(01594)-827989,
545,596,45.5498,-94.2067,Friesisches Brauhaus zu Jever,Elisabethufer 18,Jever,Niedersachsen,,Germany,49-(0)4461-/-13-0,
546,597,49.8945,-119.488,Front Street Brewery,208 East River Drive,Davenport,Iowa,52801,United States,1-563-322-1569,
547,598,49.2705,-123.13600000000001,Frontwaters Restaurant and Brewing,,Marblehead,Ohio,,United States,,
548,599,42.6793,-89.0498,Frstliche Brauerei Thurn Und Taxis Regensburg,Waffnergasse 6-8,Regensburg,Bayern,,Germany,49-(0)9451-/-412,
549,600,39.5349,-119.75399999999999,Full Sail Brewing #1,506 Columbia Street,Hood River,Oregon,97031,United States,1-541-386-2281,
550,601,61.5816,-149.439,"Fuller, Smith & Turner PBC",Chiswick Lane South,London,London,,United Kingdom,44-(0208)-996-2000,http://www.fullers.co.uk/
551,602,43.0745,-89.3802,FÃÂ¼rstlich FÃÂ¼rstenbergische Brauerei,Postplatz 1-4,Donaueschingen,Baden-Wrttemberg,,Germany,49-(0)771-/-86-0,
552,603,43.0177,-89.4232,G. Heileman Brewing,,La Crosse,Wisconsin,,United States,,
553,604,39.7539,-104.98899999999999,Gaslight Brewery,15 South Orange Avenue,South Orange,New Jersey,7079,United States,1-973-762-7077,
554,605,41.4844,-81.7042,Gasthaus & Gosebrauerei Bayerischer Bahnhof,Bayerischer Platz 1,Leipzig,Sachsen,,Germany,49-(0)341-/-1245760,
555,606,39.6042,-105.948,Gasthaus-Brauerei Max & Moritz,Weinbichl 6,Kressbronn am Bodensee,Baden-Wrttemberg,,Germany,49-(0)7543-/-6508,
556,607,44.9467,-93.09700000000001,Gasthof-Brauerei zum Frohsinn,Romanshornerstrasse 15,Arbon,,,Switzerland,41-71-474-84-84,
557,608,44.5189,-88.0196,Gatz Brauhaus,,Dsseldorf,Nordrhein-Westfalen,,Germany,,
558,609,33.135999999999996,-117.225,George Bateman and Son Ltd.,Mill Lane,Skegness,Lincoln,,United Kingdom,44-(01754)-880317,
559,610,44.9398,-93.1568,George Gale & Company,,Portsmouth,Hampshire,,United Kingdom,,
560,611,44.0344,-73.1735,Gilde Brauerei,Hildesheimer Strae 132,Hannover,Niedersachsen,,Germany,49-(0)511-/-9808-0,
561,612,52.24100000000001,0.7157,Glacial Lakes Brewing,,New York Mills,Minnesota,,United States,,
562,613,35.7721,-78.6386,Glacier Brewhouse,"737 W. 5th Ave., Suite 110",Anchorage,Alaska,99501,United States,(907) 274-2739,http://www.glacierbrewhouse.com/
563,614,38.2382,-122.04,Glen Ellyn Sports Brew,,Glen Ellyn,Illinois,,United States,,
564,615,42.2805,-83.749,Glenwood Canyon Brewing Company,402 Seventh Street,Glenwood Springs,Colorado,81601,United States,1-970-945-1276,
565,616,52.2081,6.8163,Gold Coast Brewery,,Sanctuary Cove,Queensland,,Australia,,
566,617,43.0081,-89.7383,Gold Crown Brewing,71 King Street North,Waterloo,Ontario,0,Canada,1-519-886-2071,
567,618,19.427,-99.1276,Golden City Brewery,920 Twelfth Street,Golden,Colorado,80401,United States,1-303-279-8092,
568,619,50.8109,5.9213,Golden Gate Park Brewery,,San Francisco,California,,United States,,
569,620,52.3795,4.6377,Golden Pacific Brewing,,Berkeley,California,,United States,,
570,621,48.1391,11.5802,Golden Prairie Brewing,2536 North Elston Avenue,Chicago,Illinois,60647,United States,1-773-862-0106,
571,622,45.4901,-122.64299999999999,Golden Valley Brewery and Pub,980 NE Fourth Street,McMinnville,Oregon,97128,United States,1-503-472-2739,http://www.goldenvalleybrewery.com/
572,623,47.6592,-122.366,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois,60614,United States,1-800-466-7363,
573,624,37.4903,-122.435,Goose Island Beer Company - Fulton Street,1800 West Fulton Street,Chicago,Illinois,60612,United States,1-800-466-7363,
574,625,35.6083,-77.3732,Gordash Brewing Company,3804 S.W 30th Ave,Fort Lauderdale,Florida,33312,United States,(954) 261-0668,http://holymackerelbeers.com/
575,626,54.1744,-1.4844,Gordon Biersch Brewing,357 East Taylor Street,San Jose,California,95112,United States,1-408-278-1008,http://www.gordonbiersch.com/brewery
576,627,50.9889,-1.4989,Gore Range Brewery,105 Edwards Village Boulevard,Edwards,Colorado,81632,United States,1-970-926-2739,
577,628,51.1913,6.4421,Gottberg Brew Pub,2804 13th Street,Columbus,Nebraska,68601,United States,1-402-562-6488,
578,629,60.2945,5.2592,Govnor's Public House,220 North Randall Road,Lake In The Hills,Illinois,60156,United States,1-847-658-4700,
579,630,50.729,4.2971,Grand Lake Brewing,915 Grand Avenue,Grand Lake,Colorado,80447,United States,1-970-627-1711,
580,631,20.7592,-156.457,Grand Teton Brewing #1,1295 North West Street,Wilson,Wyoming,83014,United States,1-307-733-9000,
581,632,43.3871,-87.8795,Grand Teton Brewing #2,430 Old Jackson Highway,Victor,Idaho,83455,United States,1-208-787-9000,http://www.grandtetonbrewing.com/
582,633,47.2436,-122.43700000000001,Granite City Food & Brewery - Omaha,1001 North 102nd Street,Omaha,Nebraska,68114,United States,1-402-393-5000,
583,634,42.3465,-71.0338,Granite City Food & Brewery - Saint Cloud,3945 Second Street South,Saint Cloud,Minnesota,56301,United States,1-320-203-9000,
584,635,43.513000000000005,-72.4015,Granville Island Brewing,1125 Richter Street,Kelowna,British Columbia,,Canada,,
585,636,40.4962,-74.4441,Granville Island Brewing Company,1441 Cartwright Street,Vancouver,British Columbia,0,Canada,1-604-687-2739,
586,637,50.8742,0.0167,Gray Brewing,2424 West Court Street,Janesville,Wisconsin,53545,United States,1-608-752-3552,
587,638,56.1531,-3.8006,Great Basin Brewing Company,846 Victorian Ave,Sparks,Nevada,89431,United States,(775) 355-7711,http://greatbasinbrewingco.com
588,639,51.8439,10.7533,Great Bear Brewing,238 North Boundary Street,Wasilla,Alaska,99654,United States,1-907-373-4782,
589,640,51.2261,6.7745,Great Dane Pub and Brewing #1,123 East Doty Street,Madison,Wisconsin,53703,United States,1-608-284-0000,
590,641,43.2165,-123.34200000000001,Great Dane Pub and Brewing #2,2980 Cahill Main,Fitchburg,Wisconsin,53711,United States,1-608-442-9000,
591,642,40.5853,-105.084,Great Divide Brewing,2201 Arapahoe Street,Denver,Colorado,80205,United States,1-303-296-9460,http://www.greatdivide.com/
592,643,40.7323,-73.9874,Great Lakes Brewing,2516 Market Avenue,Cleveland,Ohio,44113,United States,1-216-771-4404,http://www.greatlakesbrewing.com
593,644,39.7392,-104.985,Great Northern Tavern and Brewery,,Keystone,Colorado,,United States,,
594,645,39.9653,-74.3118,Great Waters Brewing Company,426 St.Peter Street,Saint Paul,Minnesota,55102,United States,1-651-224-2739,
595,649,47.5077,8.7302,Green Flash Brewing,1430 Vantage Court #104A,Vista,California,92083,United States,1-760-597-9012,http://www.greenflashbrew.com
596,650,49.891999999999996,10.8853,Green Mill Brewing - Saint Paul,57 Hamline Avenue South,Saint Paul,Minnesota,55105,United States,1-651-698-0353,
597,651,45.7458,-87.056,Green Mountain Beverage,153 Pond Lane,Middlebury,Vermont,5753,United States,1-802-873-9045,http://www.gmbeverage.com/
598,652,44.9518,-89.6657,Greene King,Westgate Street,Bury St. Edmunds,Suffolk,,United Kingdom,44-(01284)-763222,
599,653,44.9491,-93.2885,Greenshields Brewery and Pub,,Raleigh,North Carolina,,United States,,
600,655,32.3096,-106.79299999999999,Grizzly Bay Brewing,,Suisun City,California,,United States,,
601,656,43.1646,-77.6155,Grizzly Peak Brewing,120 West Washington Street,Ann Arbor,Michigan,48104,United States,1-734-741-7325,
602,657,41.0016,-74.3403,Grolsche Bierbrouwerij,Brouwerslaan 1,Enschede,Overijssel,7548 XA,Netherlands,+31-(0)53-4833333,http://www.grolsch.com
603,658,35.5716,-82.4991,Grumpy Troll Restaurant and Brewery,105 South Second Street,Mount Horeb,Wisconsin,53572,United States,1-608-437-2739,
604,659,47.5132,10.279000000000002,Grupo Modelo,,Mexico City,,,Mexico,,http://www.gmodelo.com.mx/
605,660,37.5665,126.978,Gulpener Bierbrouwerij,Rijksweg 16,Gulpen,,0,Netherlands,31-043-4507575,
606,661,50.3949,9.7724,Haarlems Biergenootschap Jopen,R Pereboomweg 13 achter,Haarlem,,,Netherlands,31-23-533-41-14,
607,662,49.0125,8.4264,Hacker-Pschorr Bru,,Mnchen,Bayern,,Germany,,
608,663,47.6942,13.0784,Hair of the Dog Brewing,4509 SE 23rd Avenue,Portland,Oregon,97202,United States,1-503-232-6585,
609,664,47.8691,12.6505,Hale's Ales #3,4301 Leary Way NW,Seattle,Washington,98107,United States,1-206-706-1544,
610,665,32.9618,-96.8292,Half Moon Bay Brewing,390 Capistrano Road,Princeton by the Sea,California,94019,United States,1-650-728-2739,
611,666,32.803000000000004,-96.7699,Ham's Restaurant and Brewhouse,701 Evans Street,Greenville,North Carolina,27834,United States,1-252-830-2739,
612,667,49.1672,12.6399,Hambleton Ales,Melmerby Green Road,Melmerby,North Yorkshire,,United Kingdom,44-(01765)-640108,
613,668,53.5621,9.9451,Hampshire Brewery,6-8 Romsey Industrial Estate,Romsey,Hampshire,,United Kingdom,44-(01794)-830529,
614,669,38.9911,-77.0237,Hannen Brauerei,,Mnchengladbach,Nordrhein-Westfalen,,Germany,,
615,670,51.9966,-1.4922,Hansa Bryggeri,Kokstaddalen 3,Bergen,,,Norway,47-55-99-77-00,
616,672,40.6215,-111.866,Hanssens Artisanal,Vroenenbosstraat 15,Dworp,Vlaams Brabant,,Belgium,32-02-/-380-31-33,
617,673,41.0247,-81.4676,Hapa*s Brew Haus and Restaurant,,Kihei,Hawaii,,United States,,
618,674,38.5551,-121.43,Harbor City Brewing,535 West Grand Avenue,Port Washington,Wisconsin,53074,United States,1-262-284-3118,
619,675,39.7187,-104.95,Harmon Brewing Company,1938 Pacific Avenue,Tacoma,Washington,98402,United States,1-253-383-2739,http://harmon.harmonbrewingco.com/
